-0.000017	0.062832
-0.000191	0.691152
-0.000365	1.319472
-0.000539	1.947792
-0.000713	2.576112
-0.000888	3.204432
-0.001062	3.832752
-0.001236	4.461072
-0.001410	5.089392
-0.001585	5.717712
-0.001760	6.346032
-0.001935	6.974352
-0.002110	7.602672
-0.002285	8.230991
-0.002460	8.859312
-0.002636	9.487632
-0.002812	10.115952
-0.002988	10.744272
-0.003164	11.372592
-0.003341	12.000912
-0.003518	12.629232
-0.003695	13.257551
-0.003873	13.885872
-0.004051	14.514192
-0.004229	15.142512
-0.004408	15.770832
-0.004587	16.399151
-0.004766	17.027472
-0.004946	17.655792
-0.005126	18.284113
