1	0.45502	-0.8328	0.0185	0.026529	-10.137	7.8985	0.46384	-0.33118		
2	-0.15059	-0.87691	0.038486	0.025947	-4.3498	8.2197	0.25351	-0.39975		
3	-0.45013	-0.73343	0.047337	0.019103	-1.5264	6.745	0.13876	-0.40418		
4	-0.59745	-0.60156	0.050413	0.012963	-0.18603	5.3926	0.069013	-0.40971		
5	-0.67846	-0.50024	0.050748	0.008259	0.4996	4.3473	0.01638	-0.42194		
6	-0.72827	-0.42275	0.049632	0.004819	0.87057	3.5466	-0.030086	-0.43808		
7	-0.76194	-0.36181	0.04767	0.0024333	1.0748	2.9218	-0.074633	-0.45534		
8	-0.78656	-0.31222	0.045192	0.00094711	1.1832	2.4241	-0.11884	-0.47176		
9	-0.80569	-0.27054	0.042404	0.00024807	1.2331	2.0204	-0.16314	-0.48612		
10	-0.82125	-0.23444	0.039452	0.00024939	1.2457	1.6882	-0.20749	-0.49771		
11	-0.83434	-0.20236	0.036444	0.00087838	1.2339	1.412	-0.25161	-0.50616		
12	-0.8456	-0.17322	0.033461	0.0020704	1.206	1.1803	-0.29517	-0.51135		
13	-0.8554	-0.14629	0.030571	0.0037657	1.1675	0.9849	-0.33785	-0.51332		
14	-0.864	-0.12102	0.027823	0.0059084	1.1222	0.81933	-0.37933	-0.51221		
15	-0.87156	-0.097036	0.025256	0.0084461	1.0728	0.67863	-0.41938	-0.50825		
16	-0.87818	-0.074075	0.022899	0.01133	1.0213	0.55882	-0.45782	-0.50169		
17	-0.88395	-0.051937	0.020774	0.014514	0.96907	0.45669	-0.49449	-0.49278		
18	-0.88893	-0.030479	0.018895	0.017956	0.91709	0.36958	-0.52932	-0.48181		
19	-0.89316	-0.0095975	0.017271	0.021618	0.86609	0.29529	-0.56225	-0.46904		
20	-0.89668	0.010786	0.015906	0.025467	0.81657	0.232	-0.59326	-0.45471		
21	-0.89954	0.030729	0.014801	0.029469	0.76888	0.17813	-0.62238	-0.43905		
22	-0.90176	0.050275	0.013956	0.033599	0.72323	0.1324	-0.64963	-0.42227		
23	-0.90338	0.069455	0.013367	0.037831	0.67976	0.093661	-0.67506	-0.40456		
24	-0.90442	0.088296	0.013029	0.042143	0.63853	0.060976	-0.69874	-0.38608		
25	-0.90491	0.10682	0.012937	0.046517	0.59956	0.033524	-0.72072	-0.36698		
26	-0.90488	0.12503	0.013084	0.050934	0.56283	0.010603	-0.74109	-0.34738		
27	-0.90434	0.14296	0.013462	0.055382	0.52829	-0.0083898	-0.75993	-0.32741		
28	-0.90333	0.1606	0.014067	0.059846	0.49587	-0.023974	-0.77729	-0.30715		
29	-0.90186	0.17797	0.014889	0.064315	0.4655	-0.036598	-0.79327	-0.28669		
30	-0.89996	0.19508	0.015923	0.06878	0.43709	-0.04665	-0.80794	-0.26611		
