12.81	-0.92331	-0.12552	0.075803	0.023972	0.074547	0.024376	-0.68684	0.024854				
12.91	-0.92373	-0.12224	0.075797	0.024019	0.074544	0.024428	-0.68711	0.025161				
13.01	-0.92414	-0.11899	0.075791	0.024067	0.074539	0.024482	-0.68739	0.025471				
13.11	-0.92453	-0.11577	0.075784	0.024118	0.074535	0.024538	-0.68766	0.025783				
13.21	-0.9249	-0.11258	0.075777	0.02417	0.07453	0.024596	-0.68794	0.026097				
13.31	-0.92527	-0.10941	0.075769	0.024224	0.074524	0.024656	-0.68822	0.026414				
13.41	-0.92561	-0.10627	0.075761	0.02428	0.074518	0.024717	-0.6885	0.026732				
13.51	-0.92595	-0.10316	0.075752	0.024338	0.074512	0.02478	-0.68878	0.027053				
13.61	-0.92627	-0.10008	0.075743	0.024398	0.074506	0.024845	-0.68906	0.027376				
13.71	-0.92658	-0.097024	0.075734	0.024459	0.074499	0.024912	-0.68934	0.027702				
13.81	-0.92688	-0.093992	0.075724	0.024522	0.074491	0.02498	-0.68963	0.028029				
13.91	-0.92716	-0.090985	0.075714	0.024587	0.074484	0.02505	-0.68991	0.028359				
14.01	-0.92744	-0.088003	0.075704	0.024653	0.074476	0.025121	-0.6902	0.028692				
14.11	-0.9277	-0.085045	0.075693	0.024721	0.074468	0.025195	-0.69048	0.029026				
14.21	-0.92795	-0.082111	0.075683	0.024791	0.07446	0.025269	-0.69077	0.029363				
14.31	-0.92819	-0.079199	0.075672	0.024862	0.074451	0.025346	-0.69106	0.029703				
14.41	-0.92842	-0.07631	0.07566	0.024935	0.074443	0.025424	-0.69135	0.030044				
14.51	-0.92863	-0.073444	0.075649	0.02501	0.074434	0.025504	-0.69164	0.030388				
14.61	-0.92884	-0.070599	0.075637	0.025086	0.074425	0.025585	-0.69193	0.030735				
14.71	-0.92904	-0.067776	0.075625	0.025164	0.074416	0.025667	-0.69222	0.031083				
14.81	-0.92923	-0.064974	0.075613	0.025243	0.074406	0.025752	-0.69252	0.031434				
14.91	-0.9294	-0.062192	0.075601	0.025324	0.074397	0.025837	-0.69281	0.031788				
15.01	-0.92957	-0.059431	0.075589	0.025406	0.074387	0.025925	-0.69311	0.032144				
15.11	-0.92973	-0.056689	0.075577	0.02549	0.074378	0.026013	-0.6934	0.032502				
15.21	-0.92988	-0.053967	0.075564	0.025576	0.074368	0.026104	-0.6937	0.032863				
15.31	-0.93002	-0.051265	0.075552	0.025662	0.074358	0.026195	-0.694	0.033226				
15.41	-0.93016	-0.048581	0.075539	0.025751	0.074348	0.026288	-0.6943	0.033591				
15.51	-0.93028	-0.045915	0.075526	0.025841	0.074338	0.026383	-0.6946	0.033959				
15.61	-0.9304	-0.043268	0.075513	0.025932	0.074328	0.026479	-0.6949	0.034329				
15.71	-0.93051	-0.040638	0.075501	0.026025	0.074318	0.026576	-0.6952	0.034702				
15.81	-0.93061	-0.038026	0.075488	0.026119	0.074308	0.026675	-0.6955	0.035077				
15.91	-0.9307	-0.035431	0.075475	0.026214	0.074298	0.026775	-0.6958	0.035455				
16.01	-0.93078	-0.032853	0.075462	0.026311	0.074288	0.026877	-0.69611	0.035835				
16.11	-0.93086	-0.030291	0.075449	0.02641	0.074278	0.02698	-0.69641	0.036217				
16.21	-0.93093	-0.027746	0.075437	0.026509	0.074268	0.027084	-0.69671	0.036602				
16.31	-0.93099	-0.025217	0.075424	0.02661	0.074258	0.02719	-0.69702	0.03699				
16.41	-0.93105	-0.022704	0.075411	0.026713	0.074249	0.027296	-0.69732	0.037379				
16.51	-0.9311	-0.020206	0.075398	0.026817	0.074239	0.027405	-0.69763	0.037772				
16.61	-0.93114	-0.017723	0.075386	0.026922	0.074229	0.027514	-0.69794	0.038167				
16.71	-0.93117	-0.015256	0.075373	0.027028	0.07422	0.027625	-0.69825	0.038564				
16.81	-0.9312	-0.012803	0.075361	0.027136	0.07421	0.027737	-0.69855	0.038964				
16.91	-0.93122	-0.010364	0.075349	0.027245	0.074201	0.027851	-0.69886	0.039366				
17.01	-0.93124	-0.0079401	0.075337	0.027356	0.074192	0.027965	-0.69917	0.039771				
17.11	-0.93125	-0.00553	0.075325	0.027468	0.074183	0.028081	-0.69948	0.040178				
17.21	-0.93125	-0.0031336	0.075313	0.027581	0.074174	0.028199	-0.69979	0.040588				
17.31	-0.93124	-0.00075077	0.075301	0.027695	0.074165	0.028317	-0.7001	0.041				
17.41	-0.93123	0.0016187	0.075289	0.02781	0.074157	0.028437	-0.70041	0.041415				
17.51	-0.93122	0.003975	0.075278	0.027927	0.074148	0.028558	-0.70072	0.041832				
17.61	-0.9312	0.0063184	0.075267	0.028045	0.07414	0.02868	-0.70104	0.042252				
17.71	-0.93117	0.0086491	0.075256	0.028165	0.074132	0.028803	-0.70135	0.042674				
17.81	-0.93114	0.010967	0.075245	0.028285	0.074124	0.028928	-0.70166	0.043099				
17.91	-0.9311	0.013273	0.075234	0.028407	0.074117	0.029054	-0.70197	0.043527				
18.01	-0.93106	0.015567	0.075224	0.02853	0.07411	0.029181	-0.70229	0.043956				
18.11	-0.93101	0.017849	0.075213	0.028654	0.074103	0.029309	-0.7026	0.044389				
18.21	-0.93095	0.020119	0.075203	0.028779	0.074096	0.029438	-0.70292	0.044824				
18.31	-0.93089	0.022377	0.075194	0.028906	0.074089	0.029569	-0.70323	0.045261				
18.41	-0.93083	0.024624	0.075184	0.029034	0.074083	0.029701	-0.70354	0.045701				
18.51	-0.93076	0.02686	0.075175	0.029163	0.074077	0.029833	-0.70386	0.046144				
18.61	-0.93068	0.029084	0.075166	0.029293	0.074071	0.029967	-0.70417	0.046589				
18.71	-0.9306	0.031298	0.075157	0.029424	0.074066	0.030103	-0.70449	0.047036				
18.81	-0.93052	0.033501	0.075149	0.029556	0.074061	0.030239	-0.7048	0.047487				
18.91	-0.93043	0.035694	0.075141	0.02969	0.074056	0.030376	-0.70512	0.047939				
19.01	-0.93034	0.037876	0.075133	0.029825	0.074051	0.030515	-0.70544	0.048394				
19.11	-0.93024	0.040047	0.075126	0.029961	0.074047	0.030654	-0.70575	0.048852				
19.21	-0.93013	0.042209	0.075119	0.030098	0.074044	0.030795	-0.70607	0.049313				
19.31	-0.93003	0.044361	0.075112	0.030236	0.07404	0.030937	-0.70638	0.049775				
19.41	-0.92991	0.046502	0.075106	0.030375	0.074037	0.03108	-0.7067	0.050241				
19.51	-0.9298	0.048634	0.0751	0.030515	0.074034	0.031224	-0.70702	0.050709				
19.61	-0.92968	0.050757	0.075094	0.030657	0.074032	0.031369	-0.70733	0.051179				
19.71	-0.92955	0.05287	0.075089	0.030799	0.07403	0.031515	-0.70765	0.051652				
19.81	-0.92942	0.054974	0.075084	0.030943	0.074028	0.031662	-0.70797	0.052128				
19.91	-0.92929	0.057068	0.075079	0.031088	0.074027	0.03181	-0.70828	0.052606				
20.01	-0.92915	0.059154	0.075075	0.031233	0.074026	0.03196	-0.7086	0.053086				
20.11	-0.92901	0.06123	0.075071	0.03138	0.074026	0.03211	-0.70892	0.05357				
20.21	-0.92886	0.063298	0.075068	0.031528	0.074026	0.032261	-0.70923	0.054055				
20.31	-0.92871	0.065357	0.075065	0.031677	0.074026	0.032414	-0.70955	0.054544				
20.41	-0.92855	0.067408	0.075062	0.031827	0.074027	0.032567	-0.70986	0.055034				
20.51	-0.92839	0.06945	0.07506	0.031978	0.074029	0.032722	-0.71018	0.055528				
20.61	-0.92823	0.071484	0.075059	0.03213	0.07403	0.032877	-0.7105	0.056024				
20.71	-0.92807	0.073509	0.075058	0.032284	0.074033	0.033034	-0.71081	0.056522				
20.81	-0.9279	0.075527	0.075057	0.032438	0.074035	0.033191	-0.71113	0.057023				
20.91	-0.92772	0.077536	0.075057	0.032593	0.074038	0.03335	-0.71144	0.057527				
21.01	-0.92754	0.079538	0.075057	0.032749	0.074042	0.033509	-0.71176	0.058033				
21.11	-0.92736	0.081532	0.075058	0.032906	0.074046	0.03367	-0.71207	0.058541				
21.21	-0.92718	0.083518	0.075059	0.033065	0.074051	0.033831	-0.71239	0.059052				
21.31	-0.92699	0.085496	0.07506	0.033224	0.074056	0.033994	-0.7127	0.059566				
21.41	-0.9268	0.087467	0.075063	0.033384	0.074062	0.034157	-0.71302	0.060082				
21.51	-0.9266	0.08943	0.075065	0.033545	0.074068	0.034322	-0.71333	0.060601				
21.61	-0.9264	0.091387	0.075068	0.033708	0.074074	0.034487	-0.71365	0.061122				
21.71	-0.9262	0.093336	0.075072	0.033871	0.074082	0.034653	-0.71396	0.061645				
21.81	-0.92599	0.095277	0.075076	0.034035	0.074089	0.034821	-0.71427	0.062172				
21.91	-0.92578	0.097212	0.075081	0.0342	0.074098	0.034989	-0.71459	0.0627				
22.01	-0.92557	0.09914	0.075087	0.034366	0.074107	0.035158	-0.7149	0.063232				
22.11	-0.92535	0.10106	0.075092	0.034533	0.074116	0.035328	-0.71521	0.063765				
22.21	-0.92513	0.10297	0.075099	0.034701	0.074126	0.035499	-0.71552	0.064302				
22.31	-0.92491	0.10488	0.075106	0.03487	0.074136	0.035671	-0.71583	0.06484				
22.41	-0.92468	0.10678	0.075113	0.03504	0.074148	0.035844	-0.71614	0.065382				
22.51	-0.92445	0.10868	0.075122	0.035211	0.074159	0.036018	-0.71645	0.065925				
22.61	-0.92422	0.11056	0.07513	0.035383	0.074172	0.036192	-0.71676	0.066472				
22.71	-0.92398	0.11245	0.07514	0.035555	0.074184	0.036368	-0.71707	0.06702				
22.81	-0.92374	0.11432	0.07515	0.035729	0.074198	0.036544	-0.71738	0.067571				
22.91	-0.9235	0.11619	0.07516	0.035903	0.074212	0.036722	-0.71769	0.068125				
23.01	-0.92325	0.11805	0.075171	0.036079	0.074227	0.0369	-0.718	0.068681				
23.11	-0.923	0.11991	0.075183	0.036255	0.074242	0.037079	-0.71831	0.06924				
23.21	-0.92275	0.12176	0.075195	0.036432	0.074258	0.037259	-0.71861	0.069801				
23.31	-0.92249	0.1236	0.075208	0.03661	0.074275	0.03744	-0.71892	0.070365				
23.41	-0.92223	0.12544	0.075222	0.036789	0.074292	0.037622	-0.71923	0.070931				
23.51	-0.92197	0.12727	0.075236	0.036969	0.07431	0.037804	-0.71953	0.071499				
23.61	-0.92171	0.1291	0.075251	0.03715	0.074328	0.037988	-0.71984	0.07207				
23.71	-0.92144	0.13092	0.075267	0.037332	0.074347	0.038172	-0.72014	0.072644				
23.81	-0.92117	0.13274	0.075283	0.037514	0.074367	0.038357	-0.72045	0.073219				
23.91	-0.9209	0.13455	0.0753	0.037698	0.074388	0.038543	-0.72075	0.073798				
24.01	-0.92062	0.13635	0.075318	0.037882	0.074409	0.03873	-0.72105	0.074378				
24.11	-0.92034	0.13815	0.075336	0.038067	0.074431	0.038918	-0.72135	0.074962				
24.21	-0.92006	0.13995	0.075355	0.038253	0.074453	0.039106	-0.72165	0.075547				
24.31	-0.91977	0.14173	0.075374	0.038439	0.074477	0.039295	-0.72195	0.076135				
24.41	-0.91948	0.14352	0.075395	0.038627	0.074501	0.039486	-0.72225	0.076726				
24.51	-0.91919	0.14529	0.075416	0.038815	0.074525	0.039677	-0.72255	0.077318				
24.61	-0.9189	0.14707	0.075437	0.039005	0.074551	0.039868	-0.72285	0.077914				
24.71	-0.9186	0.14883	0.07546	0.039195	0.074577	0.040061	-0.72315	0.078511				
24.81	-0.9183	0.1506	0.075483	0.039386	0.074604	0.040254	-0.72344	0.079111				
24.91	-0.918	0.15235	0.075507	0.039577	0.074631	0.040448	-0.72374	0.079714				
25.01	-0.9177	0.15411	0.075532	0.03977	0.074659	0.040643	-0.72403	0.080318				
25.11	-0.91739	0.15585	0.075557	0.039963	0.074689	0.040839	-0.72433	0.080926				
25.21	-0.91708	0.1576	0.075583	0.040157	0.074718	0.041035	-0.72462	0.081535				
25.31	-0.91676	0.15933	0.07561	0.040352	0.074749	0.041233	-0.72491	0.082147				
25.41	-0.91645	0.16107	0.075638	0.040548	0.07478	0.041431	-0.7252	0.082761				
25.51	-0.91613	0.16279	0.075666	0.040744	0.074812	0.041629	-0.72549	0.083378				
25.61	-0.91581	0.16452	0.075695	0.040941	0.074845	0.041829	-0.72578	0.083997				
25.71	-0.91548	0.16624	0.075725	0.041139	0.074879	0.042029	-0.72607	0.084618				
25.81	-0.91516	0.16795	0.075756	0.041338	0.074913	0.04223	-0.72636	0.085242				
25.91	-0.91483	0.16966	0.075787	0.041538	0.074948	0.042432	-0.72664	0.085868				
26.01	-0.9145	0.17137	0.075819	0.041738	0.074984	0.042634	-0.72693	0.086496				
26.11	-0.91416	0.17307	0.075853	0.041939	0.075021	0.042838	-0.72722	0.087127				
26.21	-0.91382	0.17476	0.075886	0.042141	0.075058	0.043042	-0.7275	0.08776				
26.31	-0.91348	0.17645	0.075921	0.042343	0.075097	0.043246	-0.72778	0.088395				
26.41	-0.91314	0.17814	0.075956	0.042547	0.075136	0.043452	-0.72806	0.089033				
26.51	-0.9128	0.17983	0.075993	0.042751	0.075176	0.043658	-0.72834	0.089673				
26.61	-0.91245	0.1815	0.07603	0.042955	0.075216	0.043865	-0.72862	0.090315				
26.71	-0.9121	0.18318	0.076068	0.043161	0.075258	0.044072	-0.7289	0.090959				
26.81	-0.91175	0.18485	0.076106	0.043367	0.0753	0.04428	-0.72918	0.091606				
26.91	-0.91139	0.18652	0.076146	0.043574	0.075344	0.044489	-0.72946	0.092255				
27.01	-0.91104	0.18818	0.076186	0.043781	0.075388	0.044699	-0.72973	0.092906				
27.11	-0.91068	0.18984	0.076228	0.04399	0.075433	0.044909	-0.73001	0.093559				
27.21	-0.91031	0.19149	0.07627	0.044198	0.075478	0.04512	-0.73028	0.094215				
27.31	-0.90995	0.19314	0.076313	0.044408	0.075525	0.045332	-0.73055	0.094873				
27.41	-0.90958	0.19479	0.076356	0.044618	0.075573	0.045544	-0.73082	0.095533				
27.51	-0.90921	0.19643	0.076401	0.04483	0.075621	0.045757	-0.73109	0.096196				
27.61	-0.90884	0.19807	0.076447	0.045041	0.07567	0.045971	-0.73136	0.09686				
27.71	-0.90846	0.1997	0.076493	0.045254	0.07572	0.046185	-0.73163	0.097527				
27.81	-0.90809	0.20133	0.07654	0.045467	0.075771	0.0464	-0.7319	0.098196				
27.91	-0.90771	0.20296	0.076588	0.04568	0.075823	0.046615	-0.73216	0.098867				
28.01	-0.90732	0.20458	0.076637	0.045895	0.075876	0.046832	-0.73242	0.099541				
28.11	-0.90694	0.2062	0.076687	0.04611	0.075929	0.047048	-0.73269	0.10022				
28.21	-0.90655	0.20782	0.076738	0.046325	0.075984	0.047266	-0.73295	0.10089				
28.31	-0.90616	0.20943	0.07679	0.046542	0.076039	0.047484	-0.73321	0.10157				
28.41	-0.90577	0.21104	0.076842	0.046759	0.076096	0.047703	-0.73347	0.10226				
28.51	-0.90538	0.21264	0.076896	0.046976	0.076153	0.047922	-0.73373	0.10294				
28.61	-0.90498	0.21424	0.07695	0.047194	0.076211	0.048142	-0.73398	0.10363				
28.71	-0.90458	0.21584	0.077006	0.047413	0.07627	0.048362	-0.73424	0.10431				
28.81	-0.90418	0.21744	0.077062	0.047633	0.07633	0.048584	-0.73449	0.10501				
28.91	-0.90378	0.21903	0.077119	0.047853	0.076391	0.048805	-0.73474	0.1057				
29.01	-0.90337	0.22061	0.077177	0.048073	0.076453	0.049028	-0.73499	0.10639				
29.11	-0.90296	0.2222	0.077236	0.048295	0.076515	0.049251	-0.73524	0.10709				
29.21	-0.90255	0.22378	0.077296	0.048517	0.076579	0.049474	-0.73549	0.10779				
29.31	-0.90214	0.22535	0.077357	0.048739	0.076644	0.049698	-0.73574	0.10849				
29.41	-0.90173	0.22693	0.077419	0.048962	0.076709	0.049923	-0.73599	0.10919				
29.51	-0.90131	0.2285	0.077482	0.049186	0.076776	0.050148	-0.73623	0.1099				
29.61	-0.90089	0.23006	0.077546	0.04941	0.076843	0.050374	-0.73647	0.11061				
29.71	-0.90047	0.23163	0.07761	0.049635	0.076912	0.0506	-0.73671	0.11131				
29.81	-0.90004	0.23319	0.077676	0.04986	0.076981	0.050827	-0.73695	0.11203				
29.91	-0.89962	0.23474	0.077743	0.050086	0.077051	0.051054	-0.73719	0.11274				
30	-0.89923	0.23614	0.077803	0.05029	0.077116	0.051259	-0.73741	0.11338				
