0.000000	0.062832
0.000000	0.691152
0.000002	1.319472
0.000003	1.947792
0.000006	2.576112
0.000009	3.204432
0.000013	3.832752
0.000018	4.461072
0.000024	5.089392
0.000030	5.717712
0.000037	6.346032
0.000045	6.974352
0.000053	7.602672
0.000062	8.230991
0.000072	8.859312
0.000083	9.487632
0.000094	10.115952
0.000106	10.744272
0.000119	11.372592
0.000133	12.000912
0.000147	12.629232
0.000162	13.257551
0.000178	13.885872
0.000195	14.514192
0.000213	15.142512
0.000231	15.770832
0.000250	16.399151
0.000270	17.027472
0.000291	17.655792
0.000313	18.284113
