0.000020	0.062832
0.000395	0.691152
0.000756	1.319472
0.001117	1.947792
0.001478	2.576112
0.001839	3.204432
0.002199	3.832752
0.002560	4.461072
0.002921	5.089392
0.003283	5.717712
0.003644	6.346032
0.004005	6.974352
0.004367	7.602672
0.004729	8.230991
0.005091	8.859312
0.005454	9.487632
0.005817	10.115952
0.006180	10.744272
0.006543	11.372592
0.006907	12.000912
0.007271	12.629232
0.007635	13.257551
0.008000	13.885872
0.008365	14.514192
0.008731	15.142512
0.009097	15.770832
0.009464	16.399151
0.009831	17.027472
0.010199	17.655792
0.010567	18.284113
