-1.862731	6.283200
-151.713699	12.566400
-84.025398	18.849600
-58.555504	25.132799
-44.908569	31.416000
-36.323975	37.699200
-30.397022	43.982399
-26.035093	50.265598
-22.678032	56.548801
-20.003468	62.832001
-17.812132	69.115196
-15.982188	75.398399
-14.419801	81.681602
-13.070704	87.964798
-11.881519	94.248001
-10.829472	100.531197
-9.884874	106.814400
-9.029565	113.097603
-8.249827	119.380798
-7.532125	125.664001
-6.866437	131.947205
-6.246701	138.230392
-5.665646	144.513596
-5.122160	150.796799
-4.597388	157.080002
-4.103986	163.363205
-3.635186	169.646393
-3.190211	175.929596
-2.743107	182.212799
-2.331023	188.496002
