0.137267	6.283200
0.274636	12.566400
0.412182	18.849600
0.550026	25.132799
0.688308	31.416000
0.827028	37.699200
0.966386	43.982399
1.106416	50.265598
1.247258	56.548801
1.389025	62.832001
1.531758	69.115196
1.675645	75.398399
1.820787	81.681602
1.967275	87.964798
2.115224	94.248001
2.264755	100.531197
2.416052	106.814400
2.569170	113.097603
2.724260	119.380798
2.881458	125.664001
3.040966	131.947205
3.202875	138.230392
3.367391	144.513596
3.534453	150.796799
3.704710	157.080002
3.877946	163.363205
4.054488	169.646393
4.234123	175.929596
4.417871	182.212799
4.605231	188.496002
